ID_EMPRESA;COD_FUNCAO;DESCRICAO;COD_GRP_FUNCAO
1;039Q;SERVENTE II;00012
1;039R;SERVENTE III;00012
1;039S;SERVENTE IV;00012
1;039T;SERVENTE V;00012
1;039U;SOLDADOR DE CALDEIRA I;00005
1;039V;SOLDADOR DE CALDEIRA II;00005
1;039W;SOLDADOR DE CALDEIRA III;00005
1;03A0;SOLDADOR I;00004
1;03A1;SOLDADOR II;00004
1;03A2;SOLDADOR III;00004
1;03A3;SOLDADOR IV;00004
1;03A4;SOLDADOR V;00004
1;03A5;SOLDADOR VI;00004
1;03A6;SOLDADOR VII;00004
1;03A7;SOLDADOR MIG I;00004
1;03A8;SOLDADOR MIG II;00004
1;03A9;SOLDADOR MIG III;00004
1;03AA;SOLDADOR MIG IV;00004
1;03AB;SOLDADOR MIG V;00004
1;03AC;SOLDADOR MIG VI;00004
1;03AD;SOLDADOR TIG;00005
1;03AE;SOLDADOR TIG I;00005
1;03AF;SOLDADOR TIG II;00005
1;03AG;SOLDADOR TIG III;00005
1;03AH;SOLDADOR TIG IV;00005
1;03AI;SOLDADOR TIG V;00005
1;03AJ;SOLDADOR TIG VI;00005
1;03AK;SOLDADOR TIG ESPECIALIZADO I;00005
1;03AL;SUPERV. ADMINISTRATIVO;00002
1;03AM;SUPERV. MANUTENCAO I;00001
1;03AO;SUPERV. MANUTENCAO II;00001
1;03AP;SUPERV. MANUTENCAO III;00001
1;03AQ;SUPERV. MANUTENCAO IV;00001
1;03AR;SUPERV. MANUTENCAO V;00001
1;03AS;SUPERV. MANUTENCAO VI;00001
1;03AT;SUPERV. MANUTENCAO VII;00001
1;03AU;SUPERV. MATERIAIS II;00002
1;03AV;SUPERV. MATERIAIS III;00002
1;03AW;SUPERV. SOLDA I;00001
1;03B0;SUPERV. SOLDA II;00001
1;03B1;SUPERV. SOLDA III;00001
1;03B2;SUPERV. SOLDA IV;00001
1;03B3;SUPERV. SOLDA V;00001
1;03B4;SUPERV. SOLDA VI;00001
1;03B5;SUPERV. SOLDA VII;00001
1;03B6;SUPERV. ELETRICA I;00009
1;03B7;SUPERV. ELETRICA II;00009
1;03B8;SUPERV. ELETRICA III;00001
1;03B9;SUPERV. ELETRICA IV;00001
1;03BA;SUPERV. ELETRICA V;00001
1;03BB;SUPERV. ELETRICA VI;00001
1;03BC;SUPERV. ELETRICA VII;00001
1;03BD;SUPERV. MANUTENCAO;00001
1;03BE;SUPERV. MANUT CALDEIRA;00001
1;03BF;SUPERVISOR MONTAGEM;00001
1;03BG;TECNICO;00002
1;03BH;TECNICO I;00002
1;03BI;TECNICO II;00002
1;03BJ;TECNICO III;00002
1;03BK;TECNICO IV;00002
1;03BL;TECNICO V;00002
1;03BM;TECNICO VI;00002
1;03BO;TECNICO TRAINEE;00002
1;03BP;TECNICO INSTRUMENTA IV;00001
1;03BQ;TECNICO PLANEJAMENTO I;00002
1;03BR;TECNICO PLANEJAMENTO II;00002
1;03BS;TECNICO PLANEJAMENTO III;00002
1;03BT;TECNICO PLANEJAMENTO IV;00002
1;03BU;TECNICO PLANEJAMENTO V;00002
1;03BV;TECNICO PLANEJAMENTO VI;00002
1;03BW;TECNICO PLANEJAMENTO VII;00002
1;03C0;AUXILIAR TEC. SEG. TRABALHO;00017
1;03C1;TECNICO SEG. DO TRABALHO ;00017
1;03C2;TECNICO SEG. DO TRABALHO I;00017
1;03C3;TECNICO SEG. DO TRABALHO II;00017
1;03C4;TECNICO SEG. DO TRABALHO III;00017
1;03C5;TECNICO SEG. DO TRABALHO IV;00017
1;03C6;TECNICO SEG. DO TRABALHO V;00017
1;03C7;TECNICO SEG. DO TRABALHO VI;00017
1;03C8;TOPOGRAFO I;00001
1;03C9;TOPOGRAFO II;00001
1;03CA;TOPOGRAFO III;00001
1;03CB;TOPOGRAFO IV;00001
1;03CC;TOPOGRAFO V;00001
1;03CD;TOPOGRAFO VI;00001
1;03CE;TORNEIRO I;00001
1;03CF;TORNEIRO II;00001
1;03CG;TORNEIRO III;00001
1;03CH;TORNEIRO IV;00001
1;03CI;TORNEIRO V;00001
1;03CJ;TORNEIRO VI;00001
1;03CK;TORNEIRO V;00001
1;03CL;TORNEIRO VI;00001
1;03CM;MECANICO VIII;00003
1;03CO;SOLDADOR VIII;00004
1;03CP;ENCANADOR INDUSTRIAL VIII;00003
1;03CQ;PROGRAMADOR Ia;00002
1;03CR;SOLDADOR;00004
1;03CS;MECANICO VII;00003
1;03CT;SOLDADOR VIII;00004
1;03CU;ENCANADOR INDUSTRIAL VIII;00003
1;03CV;ANALISTA ADMINISTRATIVO III;00002
1;03CW;TECNICO MATERIAIS IV;00015
1;03D0;ENC. DE TUBULACAO;00009
1;03D1;MECANICO MONTADOR IIc;00003
1;03D2;SOLDADOR CHAPARIA IIc;00004
1;03D3;SOLDADOR CHAPARIA IIIa;00004
1;03D4;MECANICO MONTADOR Ic;00003
1;03D5;ENC.CALDEIRA IIa;00009
1;03D6;MECANICO MONTADOR IIc;00003
1;03D7;ENCANADOR IIc;00003
1;03D8;ENCANADOR IIa;00003
1;03D9;SOLDADOR TIG IIb;00005
1;03DA;ELETRICISTA ESPEC.;00013
1;03DB;SOLDADOR CHAPARIA Ib;00004
1;03DC;AUXILIAR DE PRODUCAO Ia;00001
1;03DD;ENCANADOR QUALIFICADO Ia;00003
1;03DE;TECNICO PLANEJAMENTO Ic;00002
1;03DF;SOLDADOR TIG Ic;00005
1;03DG;ENCANADOR IIb;00003
1;03DH;MECANICO QUALIFICADO Ia;00003
1;03DI;SUPERV. MONTAGEM Ic;00001
1;03DJ;TECNICO MATERIAIS Ic;00015
1;03DK;MECANICO MONTADOR IIb;00003
1;03DL;SOLDADOR TIG IIa;00005
1;03DM;COORD. DE CONTRATOS I;00002
1;03DO;ENC.CALDEIRA Ic;00009
1;03DP;TECNICO MATERIAIS Ib;00015
1;03DQ;SOLDADOR CHAPARIA IIb;00004
1;03DR;SUPERVISOR MONTAGEM Ib;00001
1;03DS;SOLDADOR CHAPARIA Ic;00004
1;03DT;ENC.CALDEIRA Ia;00009
1;03DU;SUPERVISOR MONTAGEM IIb;00001
1;03DV;ASSISTENTE ADMINISTRATIVO IC;00002
1;03DW;SOLDADOR CHAPARIA IIa;00004
1;03E0;FERRAMENTEIRO Ib;00001
1;03E1;FERRAMENTEIRO Ic;00001
1;03E2;TECNICO PLANEJAMENTO Ib;00002
1;03E3;AUXILIAR DE PRODUCAO Ib;00001
1;03E4;AUXILIAR DE PRODUCAO Ic;00001
1;03E5;AUXILIAR DE PRODUCAO Id;00001
1;03E6;FERRAMENTEIRO Id;00001
1;03E7;ENC.CALDEIRA Ib;00009
1;03E8;TECNICO PLANEJAMENTO Ia;00002
1;03U1;AJUDANTE;00001
1;03U2;AJUDANTE I;00001
1;03U3;AJUDANTE II;00001
1;03U4;AJUDANTE III;00001
1;03U5;AJUDANTE IV;00001
1;03U6;AJUDANTE V;00001
1;03U7;ALMOXARIFE I;00001
1;03U8;ALMOXARIFE II;00001
1;03U9;ALMOXARIFE III;00001
1;03UA;ALMOXARIFE IV;00001
1;03UB;ALMOXARIFE V;00001
1;03UC;ALMOXARIFE VI;00001
1;03UD;ANALISTA CREDITO COBRANCA;00002
1;03UE;ANALISTA CREDITO COBRANCA I;00002
1;03UF;ANALISTA CREDITO COBRANCA II;00002
1;03UG;ANALISTA CREDITO COBRANCA III;00002
1;03UH;ANALISTA CREDITO COBRANCA IV;00002
1;03UI;ANALISTA DE CUSTOS;00002
1;03UJ;ANALISTA DE CUSTOS I;00002
1;03UK;ANALISTA DE CUSTOS II;00002
1;03UL;ANALISTA DE RH;00002
1;03UM;ANALISTA DE RH I;00002
1;03UO;ANALISTA DE RH II;00002
1;03UP;ANALISTA DE SISTEMAS;00002
1;03UQ;ANALISTA DE SISTEMAS I;00002
1;03UR;ASSISTENTE ADMINISTRATIVO;00002
1;03US;ASSISTENTE ADMINISTRATIVO I;00002
1;03UT;ASSISTENTE ADMINISTRATIVO II;00002
1;03UU;ASSISTENTE ADMINISTRATIVO III;00002
1;03UV;ASSISTENTE ADMINISTRATIVO IV;00002
1;03UW;ASSISTENTE ADMINISTRATIVO V;00002
1;03V0;ASSISTENTE ADMINISTRATIVO VI;00002
1;03V1;ASSISTENTE ADMINISTRATIVO VII;00002
1;03V2;ASSISTENTE ADMINISTRATIVO VIII;00002
1;03V3;ASSISTENTE TECNICO I;00002
1;03V4;ASSISTENTE TECNICO III;00002
1;03V5;ASSISTENTE TECNICO IV;00002
1;03V6;ASSISTENTE TECNICO VI;00002
1;03V7;ASSISTENTE TECNICO SENIOR;00002
1;03V8;ATENDENTE;00002
1;03V9;ATENDENTE I;00002
1;03VA;AUXILIAR DE APROPRIACAO;00002
1;03VB;AUXILIAR DE ESCRITORIO;00002
1;03VC;AUXILIAR DE ESCRITORIO I;00002
1;03VD;AUXILIAR TECNICO I;00002
1;03VE;AUXILIAR TECNICO II;00002
1;03VF;AUXILIAR TECNICO III;00002
1;03VG;AUXILIAR TECNICO IV;00002
1;03VH;BORRACHEIRO I;00001
1;03VI;BORRACHEIRO II;00001
1;03VJ;BORRACHEIRO III;00001
1;03VK;BORRACHEIRO IV;00001
1;03VL;BORRACHEIRO V;00001
1;03VM;BORRACHEIRO VI;00001
1;03VO;CALANDRISTA II;00001
1;03VP;CALDEIREIRO I;00003
1;03VQ;CALDEIREIRO II;00003
1;03VR;CALDEIREIRO III;00003
1;03VS;CALDEIREIRO IV;00003
1;03VT;CALDEIREIRO V;00003
1;03VU;CALDEIREIRO VI;00003
1;03VV;CALDEIREIRO QUALIFICADO I;00003
1;03VW;CALDEIREIRO QUALIFICADO II;00003
1;03W0;CARPINTEIRO I;00001
1;03W1;CARPINTEIRO II;00001
1;03W2;CARPINTEIRO III;00001
1;03W3;CARPINTEIRO IV;00001
1;03W4;CARPINTEIRO V;00001
1;03W5;CARPINTEIRO VI;00001
1;03W6;CHEFE INTERM. CONTABIL;00002
1;03W7;COMPRADOR I;00002
1;03W8;COMPRADOR II;00002
1;03W9;COMPRADOR III;00002
1;03WA;COMPRADOR IV;00002
1;03WB;COMPRADOR V;00002
1;03WC;COMPRADOR VI;00002
1;03WD;CONSULTOR QUALIDADE;00002
1;03WE;CONTROLADOR ARRECADACAO;00002
1;03WF;COORD.SISTEMA INFORMACAO;00002
1;03WG;COORD. ADMINISTRATIVO;00002
1;03WH;COORD. DE CONTRATOS;00002
1;03WI;COORD. DE ORCAMENTOS;00002
1;03WJ;COORDENADOR;00009
1;03WK;COORDENADOR I;00009
1;03WL;COORDENADOR II;00009
1;03WM;DESENHISTA PROJETISTA I;00002
1;03WO;DESENHISTA PROJETISTA II;00002
1;03WP;DESENHISTA PROJETISTA III;00002
1;03WQ;DESENHISTA PROJETISTA IV;00002
1;03WR;DESENHISTA PROJETISTA V;00002
1;03WS;DESENHISTA PROJETISTA VI;00002
1;03WT;DIRETOR ADJUNTO;00002
1;03WU;ELETRICISTA ESPEC. III;00013
1;03WV;ELETRICISTA ESPEC. IV;00013
1;03WW;ELETRICISTA ESPEC. V;00013
1;0400;ELETRICISTA ESPEC. VI;00013
1;0401;ELETRICISTA I;00013
1;0402;ELETRICISTA II;00013
1;0403;ELETRICISTA III;00013
1;0404;ELETRICISTA IV;00013
1;0405;ELETRICISTA V;00013
1;0406;ELETRICISTA VI;00013
1;0407;ENCANADOR;00003
1;0408;ENCANADOR I;00003
1;0409;ENCANADOR II;00003
1;040A;ENCANADOR III;00003
1;040B;ENCANADOR IV;00003
1;040C;ENCANADOR V;00003
1;040D;ENCANADOR VI;00003
1;040E;ENCANADOR DE CALDEIRA;00003
1;040F;ENCANADOR DE CALDEIRA II;00003
1;040G;ENCANADOR INDUSTRIAL I;00003
1;040H;ENCANADOR INDUSTRIAL II;00003
1;040I;ENCANADOR QUALIFICADO;00003
1;040J;ENCARREGADO;00009
1;040K;ENC. ADMINISTRATIVO;00002
1;040L;ENC.CALDEIRA I;00009
1;040M;ENC.CALDEIRA II;00009
1;040O;ENC.CALDEIRA III;00009
1;040P;ENC.CALDEIRA IV;00009
1;040Q;ENC.CALDEIRA V;00009
1;040R;ENC.CALDEIRA VI;00009
1;040S;ENC.CALDEIRA VII;00009
1;040T;ENC. MANUTENCAO CIVIL I;00009
1;040U;ENC. MANUTENCAO CIVIL II;00009
1;040V;ENC. MANUTENCAO CIVIL III;00009
1;040W;ENC. MANUTENCAO CIVIL IV;00009
1;0410;ENC. MANUTENCAO CIVIL V;00009
1;0411;ENC. MANUTENCAO CIVIL VI;00009
1;0412;ENC. MANUTENCAO CIVIL VII;00009
1;0413;ENC.ELETRICA I;00009
1;0414;ENC.ELETRICA II;00009
1;0415;ENC.ELETRICA III;00009
1;0416;ENC.ELETRICA IV;00009
1;0417;ENC.ELETRICA V;00009
1;0418;ENC.ELETRICA VI;00009
1;0419;ENC. ELETRICA INSTRUMENT. I;00009
1;041A;ENC. ELETRICA INSTRUMENT. II;00009
1;041B;ENC. ELETRICA INSTRUMENT. III;00009
1;041C;ENC. FERRAMENTARIA I;00009
1;041D;ENC. FERRAMENTARIA II;00009
1;041E;ENC. FERRAMENTARIA III;00009
1;041F;ENC. FERRAMENTARIA IV;00009
1;041G;ENC. FERRAMENTARIA V;00009
1;041H;ENC. FERRAMENTARIA VI;00009
1;041I;ENC. MANUTENCAO;00009
1;041J;ENC. MECANICA II;00009
1;041K;ENC. DE PESSOAL;00002
1;041L;ENC. DE PESSOAL I;00002
1;041M;ENC. DE PESSOAL II;00002
1;041O;ENC. DE TUBULACAO II;00009
1;041P;ENCARREGADO I;00009
1;041Q;ENCARREGADO II;00009
1;041R;ENCARREGADO III;00009
1;041S;ENCARREGADO IV;00009
1;041T;ENCARREGADO V;00009
1;041U;ENCARREGADO VI;00009
1;041V;ENCARREGADO VII;00009
1;041W;ENC. INTERNOS CALDEIRA;00009
1;0420;ENC. INTERNOS CALDEIRA I;00009
1;0421;ENC. INTERNOS CALDEIRA II;00009
1;0422;ENC. SOLDA;00009
1;0423;ENC. SOLDA I;00009
1;0424;ENC. SOLDA II;00009
1;0425;ENC. SOLDA III;00009
1;0426;ENC. SOLDA IV;00009
1;0427;ENC. SOLDA V;00009
1;0428;ENC. SOLDA VI;00009
1;0429;ENC. SOLDA VII;00009
1;042A;ENGENHEIRO;00002
1;042B;ENGENHEIRO ASSISTENTE I;00002
1;042C;ENGENHEIRO ASSISTENTE II;00002
1;042D;ENGENHEIRO ASSISTENTE III;00002
1;042E;ENGENHEIRO ASSISTENTE IV;00002
1;042F;ENGENHEIRO ASSISTENTE V;00002
1;042G;ENGENHEIRO ASSISTENTE VI;00002
1;042H;ENGENHEIRO ASSISTENTE VII;00002
1;042I;ENGENHEIRO SEGURANCA I;00002
1;042J;ENGENHEIRO SEGURANCA II;00002
1;042K;ENGENHEIRO SEGURANCA IV;00002
1;042L;ENGENHEIRO SENIOR;00002
1;042M;ENGENHEIRO SENIOR I;00002
1;042O;ENGENHEIRO SENIOR II;00002
1;042P;ENGENHEIRO SENIOR III;00002
1;042Q;ENGENHEIRO SENIOR V;00002
1;042R;ENGENHEIRO TRAINEE I;00002
1;042S;ESTAGIARIO(A) I;00002
1;042T;ESTAGIARIO(A) II;00002
1;042U;ESTAGIARIO(A) III;00002
1;042V;ESTAGIARIO(A) III.A;00002
1;042W;ESTAGIARIO(A) IV;00002
1;0430;ESTAGIARIO(A) V;00002
1;0431;ESTAGIARIO(A) VI;00002
1;0432;ESTAGIARIO(A) VII;00002
1;0433;ESTAGIARIO(A) VIII;00002
1;0434;FERRAMENTEIRO I;00001
1;0435;FERRAMENTEIRO II;00001
1;0436;FERRAMENTEIRO III;00001
1;0437;FERRAMENTEIRO IV;00001
1;0438;FERRAMENTEIRO V;00001
1;0439;FERRAMENTEIRO VI;00001
1;043A;FUNILEIRO I;00001
1;043B;FUNILEIRO II;00001
1;043C;FUNILEIRO III;00001
1;043D;FUNILEIRO IV;00001
1;043E;FUNILEIRO V;00001
1;043F;FUNILEIRO VI;00001
1;043G;GERENTE DE CONTRATOS;00002
1;043H;GERENTE DE CONTRATOS I;00002
1;043I;GERENTE DE CONTRATOS II;00002
1;043J;GERENTE DE FABRICA;00002
1;043K;GERENTE QUALIDADE;00002
1;043L;GERENTE TECNICO COMERCIAL;00002
1;043M;INSPETOR LIQ. PENETRANTE;00014
1;043O;INSPETOR DE SOLDA;00014
1;043P;INSPETOR DE SOLDA I;00014
1;043Q;INSPETOR DE SOLDA II;00014
1;043R;INSPETOR DE SOLDA IV;00014
1;043S;INSPETOR DE SOLDA V;00014
1;043T;INSPETOR QUALIDADE;00014
1;043U;INSTRUMENTISTA ESPEC. III;00001
1;043V;INSTRUMENTISTA ESPEC. IV;00001
1;043W;INSTRUMENTISTA I;00001
1;0440;INSTRUMENTISTA II;00001
1;0441;INSTRUMENTISTA III;00001
1;0442;INSTRUMENTISTA IV;00001
1;0443;INSTRUMENTISTA V;00001
1;0444;INSTRUMENTISTA VI;00001
1;0445;ISOLADOR I;00001
1;0446;ISOLADOR II;00001
1;0447;JATISTA ESPECIALIZADO I;00007
1;0448;JATISTA ESPECIALIZADO II;00007
1;0449;JATISTA ESPECIALIZADO III;00007
1;044A;JATISTA ESPECIALIZADO IV;00007
1;044B;JATISTA ESPECIALIZADO V;00007
1;044C;JATISTA ESPECIALIZADO VI;00007
1;044D;LAMINADOR I;00001
1;044E;LAMINADOR II;00001
1;044F;LAMINADOR III;00001
1;044G;LAMINADOR IV;00001
1;044H;LAMINADOR V;00001
1;044I;LAMINADOR VI;00001
1;044J;LAVADOR I;00001
1;044K;LAVADOR II;00001
1;044L;LAVADOR III;00001
1;044M;LAVADOR IV;00001
1;044O;LAVADOR V;00001
1;044P;LAVADOR VI;00001
1;044Q;LIDER;00009
1;044R;LIDER I;00009
1;044S;LIDER II;00009
1;044T;LIDER III;00009
1;044U;LIDER IV;00009
1;044V;LIDER V;00009
1;044W;LIDER VI;00009
1;0450;LUBRIFICADOR I;00001
1;0451;LUBRIFICADOR II;00001
1;0452;LUBRIFICADOR III;00001
1;0453;LUBRIFICADOR IV;00001
1;0454;LUBRIFICADOR V;00001
1;0455;LUBRIFICADOR VI;00001
1;0456;MACARIQUEIRO I;00001
1;0457;MACARIQUEIRO II;00001
1;0458;MACARIQUEIRO III;00001
1;0459;MACARIQUEIRO IV;00001
1;045A;MACARIQUEIRO V;00001
1;045B;MACARIQUEIRO VI;00001
1;045C;MARTELETEIRO I;00001
1;045D;MARTELETEIRO II;00001
1;045E;MARTELETEIRO III;00001
1;045F;MARTELETEIRO IV;00001
1;045G;MARTELETEIRO V;00001
1;045H;MARTELETEIRO VI;00001
1;045I;MECANICO AJUSTADOR I;00003
1;045J;MECANICO AJUSTADOR II;00003
1;045K;MECANICO AJUSTADOR III;00003
1;045L;MECANICO AJUSTADOR IV;00003
1;045M;MECANICO AJUSTADOR V;00003
1;045O;MECANICO AJUSTADOR VI;00003
1;045P;MECANICO;00003
1;045Q;MECANICO I;00003
1;045R;MECANICO II;00003
1;045S;MECANICO III;00003
1;045T;MECANICO IV;00003
1;045U;MECANICO V;00003
1;045V;MECANICO VI;00003
1;045W;MECANICO MONTADOR;00003
1;0460;MECANICO MONTADOR I;00003
1;0461;MECANICO MONTADOR II;00003
1;0462;MECANICO MONTADOR III;00003
1;0463;MECANICO MONTADOR IV;00003
1;0464;MECANICO MONTADOR V;00003
1;0465;MECANICO MONTADOR VI;00003
1;0466;MECANICO QUALIFICADO;00003
1;0467;MEIO OFICIAL I;00003
1;0468;MEIO OFICIAL II;00003
1;0469;MEIO OFICIAL III;00003
1;046A;MEIO OFICIAL IV;00003
1;046B;MEIO OFICIAL V;00003
1;046C;MEIO OFICIAL VI;00003
1;046D;MEIO OFICIAL VII;00003
1;046E;MONTADOR DE ANDAIME I;00008
1;046F;MONTADOR DE ANDAIME II;00008
1;046G;MONTADOR DE ANDAIME III;00008
1;046H;MONTADOR DE ANDAIME IV;00008
1;046I;MONTADOR DE ANDAIME V;00008
1;046J;MONTADOR DE ANDAIME VI;00008
1;046K;MOTORISTA GUINDASTEIRO;00010
1;046L;MOTORISTA GUINDASTEIRO I;00010
1;046M;MOTORISTA GUINDASTEIRO II;00010
1;046O;MOTORISTA GUINDASTEIRO III;00010
1;046P;MOTORISTA CAMINHONEIRO;00010
1;046Q;MOTORISTA CAMINHONEIRO I;00010
1;046R;MOTORISTA CARRETEIRO I;00010
1;046S;MOTORISTA CARRETEIRO II;00010
1;046T;MOTORISTA CARRETEIRO III;00010
1;046U;MOTORISTA CARRETEIRO IV;00010
1;046V;MOTORISTA CARRETEIRO V;00010
1;046W;MOTORISTA CARRETEIRO VI;00010
1;0470;MOTORISTA;00010
1;0471;MOTORISTA I;00010
1;0472;MOTORISTA II;00010
1;0473;MOTORISTA III;00010
1;0474;MOTORISTA IV;00010
1;0475;MOTORISTA V;00010
1;0476;MOTORISTA VI;00010
1;0477;MOTORISTA VII;00010
1;0478;OPER. EMPILHADEIRA II;00001
1;0479;OPER. EMPILHADEIRA III;00001
1;047A;OPER. EMPILHADEIRA IV;00001
1;047B;OPER. EMPILHADEIRA V;00001
1;047C;OPER. EMPILHADEIRA VI;00001
1;047D;OPER. GUINDASTE I;00010
1;047E;OPER. GUINDASTE II;00010
1;047F;OPER. GUINDASTE III;00010
1;047G;OPER. GUINDASTE IV;00010
1;047H;OPER. GUINDASTE V;00010
1;047I;OPER. GUINDASTE VI;00010
1;047J;OPER.MAQ.OPERATR.I;00003
1;047K;OPER.MAQ.OPERATR.II;00003
1;047L;OPER.MAQ.OPERATR.III;00003
1;047M;OPER.MAQ.OPERATR.IV;00003
1;047O;OPER.MAQ.OPERATR.V;00003
1;047P;OPER.MAQ.OPERATR.VI;00003
1;047Q;OPER.PONTE ROLANTE;00003
1;047R;OPER. RIGGER I;00001
1;047S;PEDREIRO ANTI-ACIDO I;00001
1;047T;PEDREIRO ANTI-ACIDO II;00001
1;047U;PEDREIRO ANTI-ACIDO III;00001
1;047V;PEDREIRO ANTI-ACIDO IV;00001
1;047W;PEDREIRO ANTI-ACIDO V;00001
1;0480;PEDREIRO ANTI-ACIDO VI;00001
1;0481;PEDREIRO I;00001
1;0482;PEDREIRO II;00001
1;0483;PEDREIRO III;00001
1;0484;PEDREIRO IV;00001
1;0485;PEDREIRO V;00001
1;0486;PEDREIRO VI;00001
1;0487;PEDREIRO VII;00001
1;0488;PEDREIRO VIII;00001
1;0489;PINTOR I;00007
1;048A;PINTOR II;00007
1;048B;PINTOR III;00007
1;048C;PINTOR IV;00007
1;048D;PINTOR V;00007
1;048E;PINTOR VI;00007
1;048F;PINTOR/JATISTA I;00007
1;048G;PINTOR/JATISTA II;00007
1;048H;PINTOR/JATISTA III;00007
1;048I;PINTOR/JATISTA IV;00007
1;048J;PINTOR/JATISTA V;00007
1;048K;PROGRAMADOR I;00002
1;048L;PROGRAMADOR II;00002
1;048M;PROGRAMADOR III;00002
1;048O;PROGRAMADOR IV;00002
1;048P;PROGRAMADOR V;00002
1;048Q;PROGRAMADOR VI;00002
1;048R;PROGRAMADOR VII;00002
1;048S;PROGRAMADOR SENIOR;00002
1;048T;PROJETISTA I;00002
1;048U;PROJETISTA II;00002
1;048V;PROJETISTA III;00002
1;048W;SERVENTE;00012
1;0490;SERVENTE I;00012
1;0491;SERVENTE II;00012
1;0492;SERVENTE III;00012
1;0493;SERVENTE IV;00012
1;0494;SERVENTE V;00012
1;0495;SOLDADOR DE CALDEIRA I;00005
1;0496;SOLDADOR DE CALDEIRA II;00005
1;0497;SOLDADOR DE CALDEIRA III;00005
1;0498;SOLDADOR I;00004
1;0499;SOLDADOR II;00004
1;049A;SOLDADOR III;00004
1;049B;SOLDADOR IV;00004
1;049C;SOLDADOR V;00004
1;049D;SOLDADOR VI;00004
1;049E;SOLDADOR VII;00004
1;049F;SOLDADOR MIG I;00004
1;049G;SOLDADOR MIG II;00004
1;049H;SOLDADOR MIG III;00004
1;049I;SOLDADOR MIG IV;00004
1;049J;SOLDADOR MIG V;00004
1;049K;SOLDADOR MIG VI;00004
1;049L;SOLDADOR TIG;00005
1;049M;SOLDADOR TIG I;00005
1;049O;SOLDADOR TIG II;00005
1;049P;SOLDADOR TIG III;00005
1;049Q;SOLDADOR TIG IV;00005
1;049R;SOLDADOR TIG V;00005
1;049S;SOLDADOR TIG VI;00005
1;049T;SOLDADOR TIG ESPECIALIZADO I;00005
1;049U;SUPERV. ADMINISTRATIVO;00002
1;049V;SUPERV. MANUTENCAO I;00001
1;049W;SUPERV. MANUTENCAO II;00001
1;04A0;SUPERV. MANUTENCAO III;00001
1;04A1;SUPERV. MANUTENCAO IV;00001
1;04A2;SUPERV. MANUTENCAO V;00001
1;04A3;SUPERV. MANUTENCAO VI;00001
1;04A4;SUPERV. MANUTENCAO VII;00001
1;04A5;SUPERV. MATERIAIS II;00002
1;04A6;SUPERV. MATERIAIS III;00002
1;04A7;SUPERV. SOLDA I;00001
1;04A8;SUPERV. SOLDA II;00001
1;04A9;SUPERV. SOLDA III;00001
1;04AA;SUPERV. SOLDA IV;00001
1;04AB;SUPERV. SOLDA V;00001
1;04AC;SUPERV. SOLDA VI;00001
1;04AD;SUPERV. SOLDA VII;00001
1;04AE;SUPERV. ELETRICA I;00009
1;04AF;SUPERV. ELETRICA II;00009
1;04AG;SUPERV. ELETRICA III;00001
1;04AH;SUPERV. ELETRICA IV;00001
1;04AI;SUPERV. ELETRICA V;00001
1;04AJ;SUPERV. ELETRICA VI;00001
1;04AK;SUPERV. ELETRICA VII;00001
1;04AL;SUPERV. MANUTENCAO;00001
1;04AM;SUPERV. MANUT CALDEIRA;00001
1;04AO;SUPERVISOR MONTAGEM;00001
1;04AP;TECNICO;00002
1;04AQ;TECNICO I;00002
1;04AR;TECNICO II;00002
1;04AS;TECNICO III;00002
1;04AT;TECNICO IV;00002
1;04AU;TECNICO V;00002
1;04AV;TECNICO VI;00002
1;04AW;TECNICO TRAINEE;00002
1;04B0;TECNICO INSTRUMENTA IV;00001
1;04B1;TECNICO PLANEJAMENTO I;00002
1;04B2;TECNICO PLANEJAMENTO II;00002
1;04B3;TECNICO PLANEJAMENTO III;00002
1;04B4;TECNICO PLANEJAMENTO IV;00002
1;04B5;TECNICO PLANEJAMENTO V;00002
1;04B6;TECNICO PLANEJAMENTO VI;00002
1;04B7;TECNICO PLANEJAMENTO VII;00002
1;04B8;AUXILIAR TEC. SEG. TRABALHO;00017
1;04B9;TECNICO SEG. DO TRABALHO ;00017
1;04BA;TECNICO SEG. DO TRABALHO I;00017
1;04BB;TECNICO SEG. DO TRABALHO II;00017
1;04BC;TECNICO SEG. DO TRABALHO III;00017
1;04BD;TECNICO SEG. DO TRABALHO IV;00017
1;04BE;TECNICO SEG. DO TRABALHO V;00017
1;04BF;TECNICO SEG. DO TRABALHO VI;00017
1;04BG;TOPOGRAFO I;00001
1;04BH;TOPOGRAFO II;00001
1;04BI;TOPOGRAFO III;00001
1;04BJ;TOPOGRAFO IV;00001
1;04BK;TOPOGRAFO V;00001
1;04BL;TOPOGRAFO VI;00001
1;04BM;TORNEIRO I;00001
1;04BO;TORNEIRO II;00001
1;04BP;TORNEIRO III;00001
1;04BQ;TORNEIRO IV;00001
1;04BR;TORNEIRO V;00001
1;04BS;TORNEIRO VI;00001
1;04BT;TORNEIRO V;00001
1;04BU;TORNEIRO VI;00001
1;04BV;MECANICO VIII;00003
1;04BW;MONTADOR DE ANDAIME VII;00008
1;05SH;MEIO OFICIAL I;00003
1;05SI;SERVENTE;00012
1;05SJ;TECNICO II;00002
1;05SK;TECNICO SEG. DO TRABALHO I;00017
1;05SL;ENC. MECANICA IV;00009
1;05SM;ENCARREGADO IV;00009
